CREATE VIEW
Q5 - fornecedores com maior total pago (57a Legislatura - Cota Parlamentar)
=============================================================================

Resumo executivo - totais por ano e concentracao no top 10
 ano_dados | fornecedores | lancamentos |  total_pago  | pct_top_10 
-----------+--------------+-------------+--------------+------------
      2023 |        21868 |      213240 | 245280034.40 |      26.57
      2024 |        22288 |      220401 | 263302700.07 |      23.76
      2025 |        21953 |      200157 | 249254389.30 |      18.63
      2026 |        12813 |       51963 |  70012026.95 |       6.25
(4 rows)


Tabela principal - top 30 fornecedores por ano (maior total pago)
 ano_dados | posicao |                         fornecedor                          | cnpj_cpf | qtd_lancamentos | total_pago  | pct_total 
 GLOBAL    |    9721 | ALFA PLAZA HOTEL LTDA-ME                                                                                                                       |          |               3 |     4716.00 |      0.00
 GLOBAL    |    9722 | HAAS E BOLKENHAGEN SERVIÇOS DE HOTELARIA LTDA                                                                                                  |          |              17 |     4714.00 |      0.00
 GLOBAL    |    9723 | KSK COMBUSTIVEIS LTDA                                                                                                                          |          |              18 |     4713.99 |      0.00
 GLOBAL    |    9724 | AUTO POSTO DOM BOSCO LTDA                                                                                                                      |          |              21 |     4712.56 |      0.00
 GLOBAL    |    9725 | BESSAS COMBUSTIVEIS E DERIVADOS LTDA                                                                                                           |          |               3 |     4712.40 |      0.00
 GLOBAL    |    9726 | Tri Hotel Executive Indaial                                                                                                                    |          |              18 |     4711.80 |      0.00
 GLOBAL    |    9727 | AUTO POSTO VALE DO RENO LTDA                                                                                                                   |          |              24 |     4709.68 |      0.00
 GLOBAL    |    9728 | AUTO POSTO XANXERE LTDA                                                                                                                        |          |              19 |     4705.51 |      0.00
 GLOBAL    |    9729 | ABC APART HOTEL E SERVIÇOS E TURISMO LTDA                                                                                                      |          |               7 |     4705.00 |      0.00
 GLOBAL    |    9730 | ARANTES COMERCIO DE DERIVADOS DE PETROLEO LTDA                                                                                                 |          |              18 |     4704.65 |      0.00
 GLOBAL    |    9731 | BRUT HOTEL LTDA - ME                                                                                                                           |          |               2 |     4703.59 |      0.00
 GLOBAL    |    9732 | NJ COMERCIAL DE COMBUSTIVEIS LTDA                                                                                                              |          |              14 |     4702.82 |      0.00
 GLOBAL    |    9733 | POSTO PAIZAO LTDA                                                                                                                              |          |              15 |     4701.61 |      0.00
 GLOBAL    |    9734 | HOTEL CAIUA EXPRESS                                                                                                                            |          |              20 |     4701.22 |      0.00
 GLOBAL    |    9735 | ENERGISA NOVA FRIBURGO - DISTRIBUIDORA DE ENERGIA S.A.                                                                                         |          |              53 |     4700.12 |      0.00
 GLOBAL    |    9736 | 50.698.533 TACIANA GIESEL CUADROS                                                                                                              |          |               1 |     4700.00 |      0.00
 GLOBAL    |    9736 | ASSOCIACAO FREDERIQUENSE DE RADIODIFUSAO COMUNITARIA                                                                                           |          |               5 |     4700.00 |      0.00
 GLOBAL    |    9736 | CARLOS AUGUSTO OLIVEIRA DA SILVA ME                                                                                                            |          |               4 |     4700.00 |      0.00
 GLOBAL    |    9736 | HANNA COMERCIO DE MOVEIS PLANEJADOS LTDA                                                                                                       |          |               1 |     4700.00 |      0.00
 GLOBAL    |    9736 | KAROLINE NAGEL LOPES                                                                                                                           |          |               1 |     4700.00 |      0.00
 GLOBAL    |    9736 | LAGOA PARQUE HOTEL LTDA ME                                                                                                                     |          |              16 |     4700.00 |      0.00
 GLOBAL    |    9736 | MALUGRAF-GRAFICA EDICAO E COMERCIO DE IMPRESSOS LTDA                                                                                           |          |              10 |     4700.00 |      0.00
 GLOBAL    |    9736 | RADIO NONOAI LTDA - ME                                                                                                                         |          |               3 |     4700.00 |      0.00
 GLOBAL    |    9736 | TOCANTINS COMUNICAÇÃO VISUAL                                                                                                                   |          |               3 |     4700.00 |      0.00
 GLOBAL    |    9745 | Oasis Tower Hotel                                                                                                                              |          |               7 |     4698.39 |      0.00
 GLOBAL    |    9746 | FAN POSTO IGUANA LTDA                                                                                                                          |          |              23 |     4697.12 |      0.00
 GLOBAL    |    9747 | AUTO POSTO DE ABASTECIMENTO VITRINE DE CAXIAS                                                                                                  |          |              63 |     4696.25 |      0.00
 GLOBAL    |    9748 | REDE SALVARO - AUTO POSTO HURACAN LTDA                                                                                                         |          |              24 |     4693.45 |      0.00
 GLOBAL    |    9749 | Alto Posto Nascentes LTDA                                                                                                                      |          |              20 |     4692.72 |      0.00
 GLOBAL    |    9750 | L S COMERCIO E SERVICOS LTDA - POSTO NATUREZA ARACAGY                                                                                          |          |              18 |     4692.68 |      0.00
 GLOBAL    |    9751 | AUTO POSTO ESTORIL DE SERTAOZINHO LTDA                                                                                                         |          |              24 |     4690.59 |      0.00
 GLOBAL    |    9752 | ADX COMBUSTIVEIS LTDA                                                                                                                          |          |              20 |     4689.09 |      0.00
 GLOBAL    |    9753 | VIVA BEM IMOBILIARIA LTDA                                                                                                                      |          |               1 |     4689.00 |      0.00
 GLOBAL    |    9754 | POSTO 208 NORTE COMERCIO DE COMBUSTIVEIS LTDA                                                                                                  |          |              27 |     4688.92 |      0.00
 GLOBAL    |    9755 | DUVAN BAR E RESTAURANTE LTDA                                                                                                                   |          |              41 |     4688.48 |      0.00
 GLOBAL    |    9756 | FJP SUPRIMENTOS PARA INFORMATICA LTDA - JK                                                                                                     |          |              29 |     4687.60 |      0.00
 GLOBAL    |    9757 | Posto Alfa                                                                                                                                     |          |              20 |     4686.71 |      0.00
 GLOBAL    |    9758 | IHC SAO PAULO HOTELARIA LTDA                                                                                                                   |          |               3 |     4686.69 |      0.00
 GLOBAL    |    9759 | SANDRI PALACE HOTEL                                                                                                                            |          |              14 |     4684.26 |      0.00
 GLOBAL    |    9760 | ROYALE COMBUSTIVEIS E DERIVADOS LTDA                                                                                                           |          |              25 |     4678.85 |      0.00
 GLOBAL    |    9761 | Hotel Meridional LTDA                                                                                                                          |          |              12 |     4678.75 |      0.00
 GLOBAL    |    9762 | Adobe Systems Software Ireland Ltd 4-6 Riverwalk                                                                                               |          |              27 |     4677.52 |      0.00
 GLOBAL    |    9763 | CONDOMINIO DO EDIFICIO RIO BRANCO                                                                                                              |          |               2 |     4677.42 |      0.00
 GLOBAL    |    9764 | GUAICA AUTO POSTO LT                                                                                                                           |          |              10 |     4676.91 |      0.00
 GLOBAL    |    9765 | POSTO JARDIM DO TREVO LTDA                                                                                                                     |          |              25 |     4676.50 |      0.00
 GLOBAL    |    9766 | COMPANHIA BRASILEIRA DE DISTRIBUICAO                                                                                                           |          |              19 |     4676.42 |      0.00
 GLOBAL    |    9767 | ACALANTUS HOTEL LTDA                                                                                                                           |          |              26 |     4676.00 |      0.00
 GLOBAL    |    9767 | AUGUSTA PARK HOTEIS LTDA                                                                                                                       |          |               4 |     4676.00 |      0.00
 GLOBAL    |    9769 | COMERCIAL DERIVADOS DE PETROLEO SANTOS LTDA.                                                                                                   |          |              18 |     4675.83 |      0.00
 GLOBAL    |    9770 | POSTO ANTONIO MARTINEZ JUNIOR LTDA                                                                                                             |          |              30 |     4668.35 |      0.00
 GLOBAL    |    9771 | ABAST DE COMB RODRIGUES FERREIRA EIRELI                                                                                                        |          |              23 |     4666.46 |      0.00
 GLOBAL    |    9772 | NOVO DERIVADO DE PETROLEO LTDA                                                                                                                 |          |              20 |     4666.11 |      0.00
 GLOBAL    |    9773 | ALGAR TELECOM S/A                                                                                                                              |          |              31 |     4660.77 |      0.00
 GLOBAL    |    9774 | Fibra Telecomunicações LTDA                                                                                                                    |          |              10 |     4660.00 |      0.00
 GLOBAL    |    9774 | IMOBILIARIA CASA NOVA                                                                                                                          |          |               2 |     4660.00 |      0.00
 GLOBAL    |    9776 | HOOUSE IMÓVEIS ÚNICOS                                                                                                                          |          |               2 |     4659.60 |      0.00
 GLOBAL    |    9777 | JARDINS POSTO DE COMBUSTIVEIS LTDAS                                                                                                            |          |              27 |     4655.73 |      0.00
 GLOBAL    |    9778 | REDE SALVARO - AUTO POSTO JLS LTDA                                                                                                             |          |              29 |     4654.01 |      0.00
 GLOBAL    |    9779 | POSTO PATU LTDA                                                                                                                                |          |              21 |     4653.89 |      0.00
 GLOBAL    |    9780 | CRILON PALACE HOTEL                                                                                                                            |          |              12 |     4650.41 |      0.00
 GLOBAL    |    9781 | HOTEL DIPLOMAT                                                                                                                                 |          |               8 |     4650.17 |      0.00
 GLOBAL    |    9782 | 40.877.217 GEFERSON LUIZ RODRIGUES                                                                                                             |          |               1 |     4650.00 |      0.00
 GLOBAL    |    9782 | FROTA CAR LTDA                                                                                                                                 |          |               1 |     4650.00 |      0.00
 GLOBAL    |    9784 | R L C COMBUSTIVEIS EIRELI                                                                                                                      |          |              16 |     4648.05 |      0.00
 GLOBAL    |    9785 | AUTO POSTO AVENIDA CENTRAL DE IRAJA LTDA                                                                                                       |          |              20 |     4643.09 |      0.00
 GLOBAL    |    9786 | ACAT - Associação dos Condutores Auxiliares e Autônomos de Taxi - MG                                                                           |          |              25 |     4640.00 |      0.00
 GLOBAL    |    9787 | JF HOTEIS E EVENTOS LTDA                                                                                                                       |          |               7 |     4637.24 |      0.00
 GLOBAL    |    9788 | AUTO POSTO PATINHO FEIO LTDA                                                                                                                   |          |              21 |     4635.36 |      0.00
 GLOBAL    |    9789 | DESTAK TRANSPORTES E TURISMO LTDA                                                                                                              |          |              25 |     4635.00 |      0.00
 GLOBAL    |    9790 | AUTO POSTO DE COMBUSTIVEIS ROMARIA LTDA                                                                                                        |          |              15 |     4634.23 |      0.00
 GLOBAL    |    9791 | Trânsito Livre Transporte e Turismo                                                                                                            |          |              17 |     4630.84 |      0.00
 GLOBAL    |    9792 | EL FOGON                                                                                                                                       |          |              28 |     4627.21 |      0.00
 GLOBAL    |    9793 | POSOTIVO VIAGENS E TURISMO                                                                                                                     |          |               1 |     4626.87 |      0.00
 GLOBAL    |    9794 | POSTO REFORCO 6 LTDA                                                                                                                           |          |              15 |     4626.78 |      0.00
 GLOBAL    |    9795 | D & E BARROS SOLUCOES GRAFICAS LTDA                                                                                                            |          |               1 |     4626.71 |      0.00
 GLOBAL    |    9796 | Sao Bartolomeu Restaurante Ltda                                                                                                                |          |              32 |     4626.55 |      0.00
 GLOBAL    |    9797 | COMERCIAL DE DERIVADO DE PETROLEO SAO CARLOS LTDA                                                                                              |          |              20 |     4622.74 |      0.00
 GLOBAL    |    9798 | RONDON VENDING LTDA                                                                                                                            |          |               7 |     4622.00 |      0.00
 GLOBAL    |    9799 | F2 HOTELARIA LTDA - EPP                                                                                                                        |          |               9 |     4620.50 |      0.00
 GLOBAL    |    9800 | AUTO POSTO ALVORADA RIO LTDA                                                                                                                   |          |              20 |     4619.41 |      0.00
 GLOBAL    |    9801 | LILIAN KINDERMANNDO NASCIMENTO EIRELI-ME                                                                                                       |          |              14 |     4619.00 |      0.00
 GLOBAL    |    9802 | COMERCIAL DE COMBUSTIVEIS JEITIM MINEIRO LTDA                                                                                                  |          |              22 |     4618.32 |      0.00
 GLOBAL    |    9803 | L S COMERCIO E SERVICOS LTDA - POSTO NATUREZA FRANCESES                                                                                        |          |              27 |     4617.57 |      0.00
 GLOBAL    |    9804 | CONCESSIONARIA BR-040 S.A.                                                                                                                     |          |             733 |     4617.40 |      0.00
 GLOBAL    |    9805 | EDEMAR RUSSI &amp; CIA LTDA - POSTO RUSSI 6                                                                                                    |          |              23 |     4615.32 |      0.00
 GLOBAL    |    9806 | GEPÊ EMPREENDIMENTOS DE HOTELARIA LTDA                                                                                                         |          |              10 |     4614.34 |      0.00
 GLOBAL    |    9807 | PETRO POSTO UNIAO LTDA                                                                                                                         |          |              16 |     4614.06 |      0.00
 GLOBAL    |    9808 | PAPEIS E PAPELARIA O GRANDE SAO PAULO LTDA.                                                                                                    |          |               1 |     4614.00 |      0.00
 GLOBAL    |    9809 | K E M SILVA COMBUSTIVEIS                                                                                                                       |          |              18 |     4613.10 |      0.00
 GLOBAL    |    9810 | Fatima Auto Posto Ltda,                                                                                                                        |          |              24 |     4612.27 |      0.00
 GLOBAL    |    9811 | MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA                                                                                                         |          |              27 |     4611.60 |      0.00
 GLOBAL    |    9812 | PORTAO COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA                                                                                   |          |              23 |     4610.47 |      0.00
 GLOBAL    |    9813 | TIC POSTO VII                                                                                                                                  |          |              21 |     4610.19 |      0.00
 GLOBAL    |    9814 | PAPELARIA E ARMARINHO FONSECA LTDA                                                                                                             |          |              13 |     4606.20 |      0.00
 GLOBAL    |    9815 | POSTO MODELO DE LIMEIRA LTDA                                                                                                                   |          |              27 |     4605.16 |      0.00
 GLOBAL    |    9816 | COMERCIAL AMAZONIA 11 DE PETROLEO EIRELI                                                                                                       |          |              28 |     4604.56 |      0.00
 GLOBAL    |    9817 | POENTE HOTEL S.A                                                                                                                               |          |              16 |     4604.00 |      0.00
 GLOBAL    |    9818 | Ville Celestine Condo Hotel & Eventos LTDA                                                                                                     |          |               9 |     4602.26 |      0.00
 GLOBAL    |    9819 | CENTRO DE CONVENIENCIAS FALEIRO LTDA                                                                                                           |          |              22 |     4602.10 |      0.00
 GLOBAL    |    9820 | ALEXANDRE MATTAR INDUSTRIA HOTELEIRA LTDA                                                                                                      |          |              12 |     4602.00 |      0.00
 GLOBAL    |    9821 | DRAGÃO DO MAR COM. DE COMBUSTIVEIS LTDA                                                                                                        |          |              16 |     4601.64 |      0.00
 GLOBAL    |    9822 | AUTO POSTO BORSATTO LTDA                                                                                                                       |          |              20 |     4600.38 |      0.00
 GLOBAL    |    9823 | ANA PAULA DE SOUSA AMORELLI FERNANDES                                                                                                          |          |               2 |     4600.00 |      0.00
 GLOBAL    |    9823 | ESTELA MARES DA COSTA                                                                                                                          |          |               3 |     4600.00 |      0.00
 GLOBAL    |    9823 | GABRIELLA OLIVEIRA DE ASSIS MARKETING E COMUNICACAO LTDA                                                                                       |          |               2 |     4600.00 |      0.00
 GLOBAL    |    9823 | K8 ASSESSORIA, COMUNICACAO E MARKETING LTDA                                                                                                    |          |               1 |     4600.00 |      0.00
 GLOBAL    |    9823 | QUASAR ALUGUEL DE CARROS LTDA                                                                                                                  |          |               2 |     4600.00 |      0.00
 GLOBAL    |    9823 | RADIO SOCIEDADE SEBERI LTDA - ME                                                                                                               |          |               8 |     4600.00 |      0.00
 GLOBAL    |    9823 | SUPREMA COMERCIO DE ARTIGOS PARA LIMPEZA E FESTAS LTDA.                                                                                        |          |               1 |     4600.00 |      0.00
 GLOBAL    |    9830 | E DE O MEIRELES & CIA POSTO NOVA VIDA LTDA ME                                                                                                  |          |               1 |     4599.94 |      0.00
 GLOBAL    |    9831 | CORTILE RESTAURANTE                                                                                                                            |          |              41 |     4599.08 |      0.00
 GLOBAL    |    9832 | PR NEWSWIRE LTDA.                                                                                                                              |          |               2 |     4598.24 |      0.00
 GLOBAL    |    9833 | SANTA INN HOTEL EIRELI - EPP                                                                                                                   |          |               8 |     4595.00 |      0.00
 GLOBAL    |    9834 | POSTO DE SERVICOS MARAVILHA LTDA                                                                                                               |          |              20 |     4591.70 |      0.00
 GLOBAL    |    9835 | CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.                                                                                 |          |             659 |     4591.45 |      0.00
 GLOBAL    |    9836 | COMPANHIA DE ÁGUAS E ESGOTOS DE RONDÔNIA-CAERD                                                                                                 |          |              46 |     4584.58 |      0.00
 GLOBAL    |    9837 | 028 - AUTO CEI - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA                                                                                        |          |              27 |     4583.71 |      0.00
 GLOBAL    |    9838 | GMCM COMERCIO DE COMBUSTIVEIS LTDA                                                                                                             |          |              23 |     4581.75 |      0.00
 GLOBAL    |    9839 | AUTO POSTO MASP JARDIM LTDA                                                                                                                    |          |              18 |     4575.56 |      0.00
 GLOBAL    |    9840 | AUTO POSTO BUDIAO LTDA                                                                                                                         |          |              21 |     4575.03 |      0.00
 GLOBAL    |    9841 | MASTER EXPRESS HOTEL                                                                                                                           |          |               4 |     4565.26 |      0.00
 GLOBAL    |    9842 | PRECISÃO ABASTECIMENTO LTDA - ME                                                                                                               |          |               3 |     4565.18 |      0.00
 GLOBAL    |    9843 | Hotel Alvorada                                                                                                                                 |          |              22 |     4562.00 |      0.00
 GLOBAL    |    9844 | Hotel Barra Palace                                                                                                                             |          |               6 |     4560.00 |      0.00
 GLOBAL    |    9845 | COMERCIO DE COMBUSTIVEL BOSQUE DAS ARAPIRACAS LTDA                                                                                             |          |              13 |     4557.63 |      0.00
 GLOBAL    |    9846 | MARIA ELVIRA PEREIRA                                                                                                                           |          |              20 |     4556.98 |      0.00
 GLOBAL    |    9847 | AUTO POSTO FORENE LTDA ME                                                                                                                      |          |              19 |     4556.11 |      0.00
 GLOBAL    |    9848 | ARAGUAIA MIDIAS E PRODUCOES LTDA                                                                                                               |          |               1 |     4553.86 |      0.00
 GLOBAL    |    9849 | POSTO REFORCO 8 LTDA                                                                                                                           |          |              21 |     4553.27 |      0.00
 GLOBAL    |    9850 | MG PETRO COMBUSTIVEIS LTDA                                                                                                                     |          |              16 |     4552.45 |      0.00
 GLOBAL    |    9851 | AUTO POSTO VICENTTE PIRES LTDA                                                                                                                 |          |              19 |     4550.05 |      0.00
 GLOBAL    |    9852 | EUROVILLE GO LOCACAO DE VEICULOS LTDA                                                                                                          |          |               1 |     4550.00 |      0.00
 GLOBAL    |    9852 | Master Copias Copiadora Ltda ME                                                                                                                |          |               6 |     4550.00 |      0.00
 GLOBAL    |    9852 | VANESSA PIANCA RODRIGUES 10034138706                                                                                                           |          |               1 |     4550.00 |      0.00
 GLOBAL    |    9855 | IBIRAPUERA HOTEL CONVENTION CENTER LTDA.                                                                                                       |          |               2 |     4544.62 |      0.00
 GLOBAL    |    9856 | TULEMON COMERCIO LTDA                                                                                                                          |          |              11 |     4544.12 |      0.00
 GLOBAL    |    9857 | Above e Beyond                                                                                                                                 |          |               1 |     4542.65 |      0.00
 GLOBAL    |    9858 | SIMIAO & FILHO LTDA                                                                                                                            |          |              26 |     4541.59 |      0.00
 GLOBAL    |    9859 | TEREZA REZENDE TURISMO                                                                                                                         |          |               2 |     4540.93 |      0.00
 GLOBAL    |    9860 | JAB COMBUSTÍVEIS EIRELI                                                                                                                        |          |              17 |     4540.88 |      0.00
 GLOBAL    |    9861 | ADM PETROLEO E DERIVADOS LTDA                                                                                                                  |          |              16 |     4539.04 |      0.00
 GLOBAL    |    9862 | REJANE CASIMIRO DE OLIVEIRA MENDES                                                                                                             |          |              19 |     4537.91 |      0.00
 GLOBAL    |    9863 | SOUTH CONVENTION CENTER SA                                                                                                                     |          |               1 |     4537.66 |      0.00
 GLOBAL    |    9864 | MIRASOL COMERCIO E SERVICO LTDA                                                                                                                |          |              18 |     4537.24 |      0.00
 GLOBAL    |    9865 | HOTEL VILLAGE JEQUITINHONHA                                                                                                                    |          |              11 |     4536.00 |      0.00
 GLOBAL    |    9866 | POSTO DE SERVICOS 23 DE MAIO LTDA                                                                                                              |          |              21 |     4535.86 |      0.00
 GLOBAL    |    9867 | POSTO R4 FLIAL 09 - CAMPOS NOVOS                                                                                                               |          |              19 |     4532.63 |      0.00
 GLOBAL    |    9868 | ADRIANA CRISTINA OLIVEIRA GUIMARAES                                                                                                            |          |               1 |     4532.50 |      0.00
 GLOBAL    |    9869 | AUTO POSTO PRA FRENTE BRASIL LTDA 01                                                                                                           |          |              19 |     4532.01 |      0.00
 GLOBAL    |    9870 | POSTO PRECIOSO DO OESTE SAMAVI LTDA                                                                                                            |          |              20 |     4530.76 |      0.00
 GLOBAL    |    9871 | POSTO PORTAL DA POSSE LTDA                                                                                                                     |          |              18 |     4530.29 |      0.00
 GLOBAL    |    9872 | AUTO POSTO DOUTOR CARVALHO LTDA                                                                                                                |          |              27 |     4529.75 |      0.00
 GLOBAL    |    9873 | SIM REDE DE POSTOS LTDA - XANGRILA                                                                                                             |          |              19 |     4528.16 |      0.00
 GLOBAL    |    9874 | POSTO DE GASOLINA RIAS BAIXAS LTDA                                                                                                             |          |              21 |     4526.67 |      0.00
 GLOBAL    |    9875 | A P F DE LIMA SIQUEIRA & CIA LTDA                                                                                                              |          |              18 |     4526.57 |      0.00
 GLOBAL    |    9876 | PASSOS NOBRE COMERCIO VARJ.DE COMB. E LUBRIF. LTDA                                                                                             |          |              14 |     4525.71 |      0.00
 GLOBAL    |    9877 | PJD ABASTECEDORA LTDA                                                                                                                          |          |              22 |     4517.91 |      0.00
 GLOBAL    |    9878 | POSTO DE SERVICOS TEX LTDA                                                                                                                     |          |              19 |     4517.33 |      0.00
 GLOBAL    |    9879 | POSTO DE COMBUSTIVEL ABASTECE VIA 040 LTDA                                                                                                     |          |              16 |     4517.02 |      0.00
 GLOBAL    |    9880 | URBAN MATERIAIS PARA ESCRITORIO E UNIFORMES EM GERAL LTDA                                                                                      |          |               3 |     4514.48 |      0.00
 GLOBAL    |    9881 | ADAURI BEATRIZ FREDES ROSA EIRELI                                                                                                              |          |              18 |     4513.29 |      0.00
 GLOBAL    |    9882 | F C SMIDT E CIA LTDA                                                                                                                           |          |              17 |     4513.00 |      0.00
 GLOBAL    |    9883 | AUTO POSTO ROSSO LTDA                                                                                                                          |          |              17 |     4512.44 |      0.00
 GLOBAL    |    9884 | POSTO IATE COM E SERV LTDA                                                                                                                     |          |              21 |     4507.37 |      0.00
 GLOBAL    |    9885 | COMERCIAL DE COMBUSTIVEIS RECORD LTDA                                                                                                          |          |              19 |     4506.36 |      0.00
 GLOBAL    |    9886 | 04923976000197CONDOMÍNIO ADVANCED TRAD CENTER                                                                                                  |          |               6 |     4504.80 |      0.00
 GLOBAL    |    9887 | CAMPEAO 80 POSTO DE SERVICOS LTDA                                                                                                              |          |              18 |     4504.73 |      0.00
 GLOBAL    |    9888 | PORT PAPELARIA INFORMATICA E UTILIDADES LTDA                                                                                                   |          |              24 |     4502.26 |      0.00
 GLOBAL    |    9889 | AB&B Marketing e Eventos Eireli                                                                                                                |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | A D SANTOS DE SOUSA SERVIÇOS                                                                                                                   |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | ALMEIDA MIYASAKI & CIA LTDA                                                                                                                    |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | ANA PAULA MARTINS BRITEZ                                                                                                                       |          |               3 |     4500.00 |      0.00
 GLOBAL    |    9889 | ANDRÉ ARAUJO BEZERRA DE MELLO FILHO                                                                                                            |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | Brasília Midia Exterior LTDA                                                                                                                   |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | C4 SERVICOS DE COMUNICACAO LTDA                                                                                                                |          |               2 |     4500.00 |      0.00
 GLOBAL    |    9889 | CAROLINE MARIA VASCONCELOS 04002076300                                                                                                         |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | Catharine Rodrigues                                                                                                                            |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | CRYSTOM OLIVEIRA RODRIGUES                                                                                                                     |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | Editora Irmãos Elias Ltda.                                                                                                                     |          |               7 |     4500.00 |      0.00
 GLOBAL    |    9889 | EVANDO CARLOS DE AMORIM                                                                                                                        |          |               9 |     4500.00 |      0.00
 GLOBAL    |    9889 | FERNANDO ANTONIO ROSARIO PAULA DA MOTTA 08585483725                                                                                            |          |               2 |     4500.00 |      0.00
 GLOBAL    |    9889 | FPETRUS MARKETING DIGITAL LTDA                                                                                                                 |          |               3 |     4500.00 |      0.00
 GLOBAL    |    9889 | FRANCICLEIDE ARAUJO DA SILVA 02311043404                                                                                                       |          |               2 |     4500.00 |      0.00
 GLOBAL    |    9889 | Fun Mídia Digital Ltda                                                                                                                         |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | GABRIEL GUILHERME DOS SANTOS JUNIOR                                                                                                            |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | GAZETA DO JACUÍ                                                                                                                                |          |               7 |     4500.00 |      0.00
 GLOBAL    |    9889 | Grafica e Editora Camara Ltda                                                                                                                  |          |               2 |     4500.00 |      0.00
 GLOBAL    |    9889 | GRÁFICA OFF 07                                                                                                                                 |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | HEBE JANAYNA MOTA DUARTE BESERRA                                                                                                               |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | HELP ME SOLUCOES INTEGRADAS LTDA                                                                                                               |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | HUGO DARIO PATINO NETO                                                                                                                         |          |               9 |     4500.00 |      0.00
 GLOBAL    |    9889 | IM SOLUCOES DIGITAIS LTDA                                                                                                                      |          |               3 |     4500.00 |      0.00
 GLOBAL    |    9889 | Industria Grafica Noschang Ltda - EPP                                                                                                          |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | JOHNNATAN AUGUSTO GUIMARAES.                                                                                                                   |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | J.S PRESTADORA DE SERVIÇOS ARTISTICOS                                                                                                          |          |               2 |     4500.00 |      0.00
 GLOBAL    |    9889 | JURACY MARGARETH TUMA DE ARAÚJO 'ME'                                                                                                           |          |               3 |     4500.00 |      0.00
 GLOBAL    |    9889 | Lince Assessoria e Consultoria Ltda.                                                                                                           |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | LIVIA SILVEIRA DE ALMEIDA LEITE ALVARENGA                                                                                                      |          |               3 |     4500.00 |      0.00
 GLOBAL    |    9889 | LUIS MARCELO BINI                                                                                                                              |          |               7 |     4500.00 |      0.00
 GLOBAL    |    9889 | MATHEUS WERNECK LINDOSO                                                                                                                        |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | MUNDIAL COMUNICAÇÃO LTDA                                                                                                                       |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | NAGIB PRODUCOES E EVENTOS LTDA                                                                                                                 |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | PARLA COMUNICACAO DIGITAL ASSESSORIA DE IMPRENSA E CONSULTORIA LTDA                                                                            |          |               1 |     4500.00 |      0.00
 GLOBAL    |    9889 | PB AGORA SERVICOS DE INTERNET E COMUNICACOES LTDA                                                                                              |          |               3 |     4500.00 |      0.00
